pre,elem,middle,high,average
8.745639178687265,9.513668712216349,9.156722867250359,5.738966254962462,8.578344941618287
6.493653893249358,8.264977625970085,9.429625171964576,6.553305893431467,7.526012431829166
5.6818602503767375,7.931824338790948,8.42126221859704,7.542129669016008,7.118639128853788
5.128740576982601,6.947810347159479,8.276549957741382,7.731996427968226,6.611246593629678
4.320707974442847,5.428193158702236,6.510747197413473,6.770455842857174,5.403038099690806
